#,Pin,City,State,ODA / Non-ODA Location
13357,144008,Jalandhar,Punjab,Non-ODA
13358,146023,Hoshiarpur,Punjab,ODA
13359,143416,Patti,Punjab,Non-ODA
13360,140901,Mohali,Punjab,Non-ODA
13361,151505,Mansa,Punjab,Non-ODA
13362,148020,Malerkotla,Punjab,Non-ODA
13363,144044,Nakodar,Punjab,Non-ODA
13364,151110,Bathinda,Punjab,Non-ODA
13365,143604,Ajnala,Punjab,Non-ODA
13366,148025,Dhuri,Punjab,Non-ODA
13367,144415,Phillaur,Punjab,Non-ODA
13368,148030,Sunam,Punjab,Non-ODA
13369,144028,Jalandhar,Punjab,Non-ODA
13370,142050,Faridkot,Punjab,ODA
13371,152121,Fazilka,Punjab,ODA
13372,144525,Garhshanker,Punjab,ODA
13373,144222,Dasuya,Punjab,Non-ODA
13374,144206,Hoshiarpur,Punjab,Non-ODA
13375,152102,Bathinda,Punjab,ODA
13376,133102,Rajpura,Punjab,Non-ODA
13377,141416,Ludhiana,Punjab,Non-ODA
13378,144026,Jalandhar,Punjab,Non-ODA
13379,144633,Jalandhar,Punjab,ODA
13380,148111,Sunam,Punjab,
13381,143022,Amritsar,Punjab,Non-ODA
13382,143601,Amritsar,Punjab,Non-ODA
13383,144803,Jalandhar,Punjab,ODA
13384,144032,Jalandhar,Punjab,Non-ODA
13385,144528,Garhshanker,Punjab,Non-ODA
13386,143026,Amritsar,Punjab,Non-ODA
13387,142024,Jagraon,Punjab,Non-ODA
13388,144517,Nawanshahr,Punjab,Non-ODA
13389,141101,Jagraon,Punjab,Non-ODA
13390,151207,Kotkapura,Punjab,Non-ODA
13391,140413,Mohali,Punjab,Non-ODA
13392,146109,Garhshanker,Punjab,ODA
13393,143508,Batala,Punjab,ODA
13394,144201,Jalandhar,Punjab,Non-ODA
13395,144402,Jalandhar,Punjab,Non-ODA
13396,144602,Jalandhar,Punjab,ODA
13397,143004,Amritsar,Punjab,Non-ODA
13398,152116,Abohar,Punjab,ODA
13399,151208,Kotkapura,Punjab,Non-ODA
13400,147003,Patiala,Punjab,Non-ODA
13401,143537,Gurdaspur,Punjab,ODA
13402,143044,Amritsar,Punjab,ODA
13403,147301,Mandi Gobindgarh,Punjab,ODA
13404,144521,Nawanshahr,Punjab,Non-ODA
13405,134007,Rajpura,Punjab,Non-ODA
13406,148001,Sangrur,Punjab,Non-ODA
13407,160034,Mohali,Punjab,ODA
13408,143517,Sri Hargobindpur,Punjab,Non-ODA
13409,143505,Batala,Punjab,Non-ODA
13410,147021,Patiala,Punjab,Non-ODA
13411,151108,Barnala,Punjab,Non-ODA
13412,141414,Khanna,Punjab,Non-ODA
13413,143302,Patti,Punjab,Non-ODA
13414,141413,Khanna,Punjab,Non-ODA
13415,141110,Ludhiana,Punjab,Non-ODA
13416,141000,Ludhiana,Punjab,Non-ODA
13417,146107,Garhshanker,Punjab,Non-ODA
13418,142055,Barnala,Punjab,Non-ODA
13419,146021,Hoshiarpur,Punjab,ODA
13420,142035,Jagraon,Punjab,Non-ODA
13421,141104,Raikot,Punjab,ODA
13422,143408,Goindwal,Punjab,Non-ODA
13423,151102,Rampura Phul,Punjab,ODA
13424,144520,Garhshanker,Punjab,ODA
13425,151508,Mansa,Punjab,Non-ODA
13426,136135,Rajpura,Punjab,Non-ODA
13427,143511,Batala,Punjab,Non-ODA
13428,148017,Dhuri,Punjab,Non-ODA
13429,142011,Moga,Punjab,Non-ODA
13430,151103,Rampura Phul,Punjab,Non-ODA
13431,143410,Goindwal,Punjab,Non-ODA
13432,144411,Jalandhar,Punjab,Non-ODA
13433,148031,Sunam,Punjab,Non-ODA
13434,151206,Barnala,Punjab,ODA
13435,151111,Rampura Phul,Punjab,Non-ODA
13436,141305,Amritsar,Punjab,ODA
13437,151105,Bathinda,Punjab,Non-ODA
13438,148109,Barnala,Punjab,Non-ODA
13439,143113,Amritsar,Punjab,Non-ODA
13440,141033,Ludhiana,Punjab,ODA
13441,160044,Mohali,Punjab,Non-ODA
13442,160043,Mohali,Punjab,Non-ODA
13443,141114,Ludhiana,Punjab,Non-ODA
13444,144622,Begowal,Punjab,Non-ODA
13445,143521,Gurdaspur,Punjab,Non-ODA
13446,140116,Anandpur Sahib,Punjab,ODA
13447,144505,Nawanshahr,Punjab,Non-ODA
13448,151107,Bathinda,Punjab,Non-ODA
13449,143415,Patti,Punjab,Non-ODA
13450,144302,Jalandhar,Punjab,Non-ODA
13451,140117,Anandpur Sahib,Punjab,ODA
13452,151005,Bathinda,Punjab,Non-ODA
13453,148024,Dhuri,Punjab,Non-ODA
13454,143106,Amritsar,Punjab,Non-ODA
13455,146106,Garhshanker,Punjab,Non-ODA
13456,152118,Abohar,Punjab,ODA
13457,143530,Gurdaspur,Punjab,Non-ODA
13458,141003,Ludhiana,Punjab,Non-ODA
13459,145024,Pathankot,Punjab,Non-ODA
13460,140506,Rajpura,Punjab,Non-ODA
13461,142044,Dharamkot,Punjab,ODA
13462,160050,Mohali,Punjab,Non-ODA
13463,140407,Sirhind-Fategarh,Punjab,ODA
13464,152028,Moga,Punjab,Non-ODA
13465,140118,Anandpur Sahib,Punjab,ODA
13466,160036,Mohali,Punjab,Non-ODA
13467,144628,Sultanpur Lodhi,Punjab,Non-ODA
13468,144503,Phagwara,Punjab,ODA
13469,160065,Mohali,Punjab,Non-ODA
13470,148101,Barnala,Punjab,Non-ODA
13471,146116,Hoshiarpur,Punjab,ODA
13472,142031,Jagraon,Punjab,Non-ODA
13473,148034,Dhuri,Punjab,Non-ODA
13474,133104,Rajpura,Punjab,Non-ODA
13475,146112,Hoshiarpur,Punjab,ODA
13476,148103,Barnala,Punjab,Non-ODA
13477,151301,Talwandi Sabo,Punjab,Non-ODA
13478,142002,Moga,Punjab,Non-ODA
13479,143502,Amritsar,Punjab,Non-ODA
13480,143305,Patti,Punjab,Non-ODA
13481,144519,Garhshanker,Punjab,ODA
13482,148019,Malerkotla,Punjab,Non-ODA
13483,141206,Ludhiana,Punjab,Non-ODA
13484,144023,Jalandhar,Punjab,Non-ODA
13485,152127,Abohar,Punjab,ODA
13486,152132,Abohar,Punjab,ODA
13487,144306,Dasuya,Punjab,ODA
13488,140109,Mohali,Punjab,Non-ODA
13489,143513,Ajnala,Punjab,Non-ODA
13490,160070,Mohali,Punjab,Non-ODA
13491,144205,Dasuya,Punjab,Non-ODA
13492,143536,Pathankot,Punjab,ODA
13493,143008,Amritsar,Punjab,Non-ODA
13494,144007,Jalandhar,Punjab,Non-ODA
13495,142022,Ludhiana,Punjab,Non-ODA
13496,140507,Rajpura,Punjab,Non-ODA
13497,140108,Rupnagar,Punjab,Non-ODA
13498,148102,Barnala,Punjab,Non-ODA
13499,141117,Ludhiana,Punjab,ODA
13500,151210,Malout,Punjab,ODA
13501,146103,Hoshiarpur,Punjab,ODA
13502,146113,Hoshiarpur,Punjab,ODA
13503,144404,Phagwara,Punjab,Non-ODA
13504,140103,Mohali,Punjab,Non-ODA
13505,140110,Mohali,Punjab,Non-ODA
13506,133001,Rajpura,Punjab,Non-ODA
13507,141316,Jalandhar,Punjab,ODA
13508,144509,Nawanshahr,Punjab,Non-ODA
13509,144606,Sultanpur Lodhi,Punjab,ODA
13510,143515,Sri Hargobindpur,Punjab,Non-ODA
13511,144421,Nawanshahr,Punjab,Non-ODA
13512,146105,Garhshanker,Punjab,ODA
13513,152031,Bathinda,Punjab,Non-ODA
13514,145026,Dinanagar,Punjab,Non-ODA
13515,152101,Giddarbaha,Punjab,ODA
13516,134011,Rajpura,Punjab,Non-ODA
13517,144042,Nakodar,Punjab,Non-ODA
13518,141007,Ludhiana,Punjab,Non-ODA
13519,144801,Jalandhar,Punjab,ODA
13520,142029,Ludhiana,Punjab,Non-ODA
13521,144631,Begowal,Punjab,Non-ODA
13522,142003,Moga,Punjab,ODA
13523,152004,Firozpur,Punjab,Non-ODA
13524,144626,Sultanpur Lodhi,Punjab,ODA
13525,141006,Ludhiana,Punjab,Non-ODA
13526,152025,Muktsar,Punjab,Non-ODA
13527,144208,Hoshiarpur,Punjab,ODA
13528,152117,Abohar,Punjab,ODA
13529,140001,Rupnagar,Punjab,Non-ODA
13530,144203,Dasuya,Punjab,Non-ODA
13531,152131,Fazilka,Punjab,ODA
13532,147204,Dhuri,Punjab,Non-ODA
13533,143010,Amritsar,Punjab,Non-ODA
13534,143149,Tarsikka,Punjab,Non-ODA
13535,144102,Jalandhar,Punjab,Non-ODA
13536,151001,Bathinda,Punjab,Non-ODA
13537,152104,Muktsar,Punjab,ODA
13538,141204,Ludhiana,Punjab,Non-ODA
13539,144213,Dasuya,Punjab,Non-ODA
13540,142026,Jagraon,Punjab,Non-ODA
13541,145003,Pathankot,Punjab,ODA
13542,142028,Moga,Punjab,Non-ODA
13543,144204,Dasuya,Punjab,Non-ODA
13544,143525,Dinanagar,Punjab,Non-ODA
13545,141801,Mandi Gobindgarh,Punjab,ODA
13546,143529,Gurdaspur,Punjab,Non-ODA
13547,142021,Ludhiana,Punjab,Non-ODA
13548,140308,Mohali,Punjab,Non-ODA
13549,151204,Kotkapura,Punjab,Non-ODA
13550,141027,Ludhiana,Punjab,ODA
13551,144417,Nawanshahr,Punjab,Non-ODA
13552,152005,Firozpur,Punjab,Non-ODA
13553,143520,Gurdaspur,Punjab,Non-ODA
13554,148000,Sangrur,Punjab,ODA
13555,144629,Sultanpur Lodhi,Punjab,ODA
13556,146024,Hoshiarpur,Punjab,ODA
13557,144406,Garhshanker,Punjab,Non-ODA
13558,152122,Abohar,Punjab,ODA
13559,144010,Jalandhar,Punjab,Non-ODA
13560,141012,Ludhiana,Punjab,Non-ODA
13561,160038,Mohali,Punjab,Non-ODA
13562,133002,Rajpura,Punjab,Non-ODA
13563,143101,Amritsar,Punjab,Non-ODA
13564,141102,Ludhiana,Punjab,Non-ODA
13565,143414,Amritsar,Punjab,Non-ODA
13566,141020,Ludhiana,Punjab,Non-ODA
13567,147203,Mandi Gobindgarh,Punjab,ODA
13568,140602,Rajpura,Punjab,Non-ODA
13569,160054,Mohali,Punjab,Non-ODA
13570,143103,Ajnala,Punjab,ODA
13571,144530,Garhshanker,Punjab,ODA
13572,144403,Jalandhar,Punjab,Non-ODA
13573,151506,Mansa,Punjab,Non-ODA
13574,148028,Sunam,Punjab,Non-ODA
13575,148106,Sangrur,Punjab,Non-ODA
13576,141205,Raikot,Punjab,ODA
13577,144009,Jalandhar,Punjab,Non-ODA
13578,176403,Pathankot,Punjab,Non-ODA
13579,144027,Jalandhar,Punjab,Non-ODA
13580,151101,Bathinda,Punjab,Non-ODA
13581,160063,Mohali,Punjab,Non-ODA
13582,152126,Abohar,Punjab,ODA
13583,152001,Firozpur,Punjab,Non-ODA
13584,147004,Patiala,Punjab,Non-ODA
13585,142032,Raikot,Punjab,ODA
13586,133101,Rajpura,Punjab,Non-ODA
13587,146022,Jalandhar,Punjab,ODA
13588,142046,Bagha purana,Punjab,Non-ODA
13589,143107,Amritsar,Punjab,Non-ODA
13590,141008,Ludhiana,Punjab,Non-ODA
13591,148104,Raikot,Punjab,ODA
13592,140104,Mohali,Punjab,ODA
13593,133005,Rajpura,Punjab,Non-ODA
13594,152022,Jalalabad,Punjab,Non-ODA
13595,144407,Phagwara,Punjab,Non-ODA
13596,144531,Garhshanker,Punjab,Non-ODA
13597,148038,Sangrur,Punjab,ODA
13598,143402,Tarn Taran Sahib,Punjab,ODA
13599,143412,Patti,Punjab,Non-ODA
13600,144207,Dasuya,Punjab,ODA
13601,148026,Sangrur,Punjab,Non-ODA
13602,143105,Amritsar,Punjab,Non-ODA
13603,144533,Rupnagar,Punjab,Non-ODA
13604,144620,Kapurthala,Punjab,ODA
13605,160047,Mohali,Punjab,Non-ODA
13606,140501,Rajpura,Punjab,Non-ODA
13607,143605,Ajnala,Punjab,Non-ODA
13608,144022,Jalandhar,Punjab,Non-ODA
13609,144046,Hoshiarpur,Punjab,Non-ODA
13610,144001,Jalandhar,Punjab,Non-ODA
13611,143108,Amritsar,Punjab,Non-ODA
13612,144211,Dasuya,Punjab,ODA
13613,148033,Patran,Punjab,ODA
13614,142039,Barnala,Punjab,ODA
13615,141015,Ludhiana,Punjab,Non-ODA
13616,144621,Begowal,Punjab,Non-ODA
13617,134008,Rajpura,Punjab,ODA
13618,144516,Nawanshahr,Punjab,Non-ODA
13619,142051,Dharamkot,Punjab,Non-ODA
13620,143005,Amritsar,Punjab,Non-ODA
13621,144040,Nakodar,Punjab,Non-ODA
13622,160064,Mohali,Punjab,Non-ODA
13623,147104,Sirhind-Fategarh,Punjab,ODA
13624,143406,Tarn Taran Sahib,Punjab,Non-ODA
13625,144015,Jalandhar,Punjab,ODA
13626,144005,Jalandhar,Punjab,Non-ODA
13627,142047,Dharamkot,Punjab,ODA
13628,146002,Hoshiarpur,Punjab,ODA
13629,140408,Sirhind-Fategarh,Punjab,Non-ODA
13630,142001,Moga,Punjab,Non-ODA
13631,147202,Mandi Gobindgarh,Punjab,ODA
13632,140119,Rupnagar,Punjab,ODA
13633,143006,Amritsar,Punjab,Non-ODA
13634,147002,Patiala,Punjab,Non-ODA
13635,145029,Pathankot,Punjab,Non-ODA
13636,141308,Jalandhar,Punjab,ODA
13637,143119,Tarsikka,Punjab,Non-ODA
13638,141203,Raikot,Punjab,Non-ODA
13639,140702,Rajpura,Punjab,Non-ODA
13640,143116,Tarsikka,Punjab,Non-ODA
13641,143409,Goindwal,Punjab,Non-ODA
13642,144214,Dasuya,Punjab,ODA
13643,144041,Nakodar,Punjab,Non-ODA
13644,142057,Bagha purana,Punjab,Non-ODA
13645,142037,Moga,Punjab,Non-ODA
13646,151212,Faridkot,Punjab,Non-ODA
13647,144502,Phagwara,Punjab,Non-ODA
13648,146108,Garhshanker,Punjab,ODA
13649,151302,Talwandi Sabo,Punjab,Non-ODA
13650,140128,Anandpur Sahib,Punjab,Non-ODA
13651,148105,Barnala,Punjab,Non-ODA
13652,144529,Garhshanker,Punjab,Non-ODA
13653,143512,Gurdaspur,Punjab,Non-ODA
13654,140601,Rajpura,Punjab,Non-ODA
13655,148007,Dhuri,Punjab,ODA
13656,148108,Rampura Phul,Punjab,Non-ODA
13657,140123,Anandpur Sahib,Punjab,ODA
13658,144632,Phagwara,Punjab,Non-ODA
13659,144210,Hoshiarpur,Punjab,ODA
13660,143501,Amritsar,Punjab,Non-ODA
13661,141411,Mandi Gobindgarh,Punjab,ODA
13662,143009,Amritsar,Punjab,Non-ODA
13663,144037,Nakodar,Punjab,Non-ODA
13664,140124,Anandpur Sahib,Punjab,ODA
13665,145101,Pathankot,Punjab,Non-ODA
13666,160059,Mohali,Punjab,Non-ODA
13667,144511,Nawanshahr,Punjab,Non-ODA
13668,144103,Jalandhar,Punjab,Non-ODA
13669,143535,Pathankot,Punjab,ODA
13670,141014,Ludhiana,Punjab,Non-ODA
13671,141009,Ludhiana,Punjab,Non-ODA
13672,140102,Rupnagar,Punjab,Non-ODA
13673,141103,Raikot,Punjab,Non-ODA
13674,151502,Mansa,Punjab,Non-ODA
13675,144036,Nakodar,Punjab,Non-ODA
13676,141418,Ludhiana,Punjab,ODA
13677,147007,Patiala,Punjab,ODA
13678,141415,Khanna,Punjab,Non-ODA
13679,144624,Begowal,Punjab,Non-ODA
13680,145025,Pathankot,Punjab,Non-ODA
13681,160045,Mohali,Punjab,Non-ODA
13682,151003,Bathinda,Punjab,Non-ODA
13683,144515,Nawanshahr,Punjab,Non-ODA
13684,142023,Jagraon,Punjab,Non-ODA
13685,141107,Raikot,Punjab,ODA
13686,152032,Muktsar,Punjab,Non-ODA
13687,141412,Ludhiana,Punjab,Non-ODA
13688,144304,Begowal,Punjab,Non-ODA
13689,143534,Dinanagar,Punjab,Non-ODA
13690,151401,Bathinda,Punjab,ODA
13691,134005,Rajpura,Punjab,Non-ODA
13692,144013,Jalandhar,Punjab,Non-ODA
13693,143093,Amritsar,Punjab,ODA
13694,144011,Jalandhar,Punjab,Non-ODA
13695,141123,Ludhiana,Punjab,Non-ODA
13696,141401,Ludhiana,Punjab,Non-ODA
13697,141121,Machhiwara,Punjab,Non-ODA
13698,141417,Ludhiana,Punjab,Non-ODA
13699,142053,Moga,Punjab,Non-ODA
13700,143003,Amritsar,Punjab,Non-ODA
13701,134201,Rajpura,Punjab,Non-ODA
13702,152026,Muktsar,Punjab,Non-ODA
13703,141002,Ludhiana,Punjab,Non-ODA
13704,141004,Ludhiana,Punjab,Non-ODA
13705,144202,Sri Hargobindpur,Punjab,ODA
13706,151503,Mansa,Punjab,Non-ODA
13707,141119,Malerkotla,Punjab,Non-ODA
13708,143506,Batala,Punjab,Non-ODA
13709,144630,Nakodar,Punjab,Non-ODA
13710,143413,Amritsar,Punjab,Non-ODA
13711,144021,Jalandhar,Punjab,Non-ODA
13712,141124,Ludhiana,Punjab,ODA
13713,151509,Talwandi Sabo,Punjab,Non-ODA
13714,145023,Pathankot,Punjab,Non-ODA
13715,144819,Begowal,Punjab,Non-ODA
13716,148100,Barnala,Punjab,Non-ODA
13717,160062,Mohali,Punjab,Non-ODA
13718,144513,Nawanshahr,Punjab,Non-ODA
13719,144039,Nakodar,Punjab,Non-ODA
13720,143503,Batala,Punjab,ODA
13721,147005,Patiala,Punjab,Non-ODA
13722,140802,Sirhind-Fategarh,Punjab,ODA
13723,142038,Moga,Punjab,Non-ODA
13724,144410,Phillaur,Punjab,Non-ODA
13725,145022,Pathankot,Punjab,Non-ODA
13726,160055,Mohali,Punjab,Non-ODA
13727,143519,Gurdaspur,Punjab,Non-ODA
13728,152125,Abohar,Punjab,ODA
13729,140701,Rajpura,Punjab,Non-ODA
13730,147102,Patran,Punjab,Non-ODA
13731,143527,Sri Hargobindpur,Punjab,Non-ODA
13732,140111,Rupnagar,Punjab,Non-ODA
13733,144311,Phagwara,Punjab,Non-ODA
13734,146101,Hoshiarpur,Punjab,ODA
13735,144512,Nawanshahr,Punjab,Non-ODA
13736,144526,Garhshanker,Punjab,Non-ODA
13737,141005,Ludhiana,Punjab,Non-ODA
13738,152024,Jalalabad,Punjab,Non-ODA
13739,160056,Mohali,Punjab,Non-ODA
13740,140125,Anandpur Sahib,Punjab,ODA
13741,148027,Patran,Punjab,Non-ODA
13742,160035,Mohali,Punjab,Non-ODA
13743,143001,Amritsar,Punjab,Non-ODA
13744,141201,Ludhiana,Punjab,Non-ODA
13745,144221,Dasuya,Punjab,ODA
13746,148004,Sangrur,Punjab,ODA
13747,145001,Pathankot,Punjab,Non-ODA
13748,151202,Kotkapura,Punjab,Non-ODA
13749,143528,Gurdaspur,Punjab,Non-ODA
13750,141001,Ludhiana,Punjab,Non-ODA
13751,151209,Kotkapura,Punjab,Non-ODA
13752,140301,Mohali,Punjab,Non-ODA
13753,145002,Pathankot,Punjab,ODA
13754,148021,Ludhiana,Punjab,Non-ODA
13755,152124,Fazilka,Punjab,ODA
13756,146102,Hoshiarpur,Punjab,ODA
13757,143514,Sri Hargobindpur,Punjab,Non-ODA
13758,144106,Jalandhar,Punjab,ODA
13759,151510,Mansa,Punjab,Non-ODA
13760,144510,Nawanshahr,Punjab,Non-ODA
13761,144030,Jalandhar,Punjab,ODA
13762,143066,Amritsar,Punjab,ODA
13763,152130,Abohar,Punjab,ODA
13764,144105,Jalandhar,Punjab,ODA
13765,141111,Ludhiana,Punjab,Non-ODA
13766,151201,Bathinda,Punjab,Non-ODA
13767,144601,Jalandhar,Punjab,ODA
13768,160066,Mohali,Punjab,Non-ODA
13769,144014,Jalandhar,Punjab,Non-ODA
13770,143118,Goindwal,Punjab,Non-ODA
13771,144020,Jalandhar,Punjab,Non-ODA
13772,142042,Moga,Punjab,ODA
13773,146111,Hoshiarpur,Punjab,ODA
13774,144002,Jalandhar,Punjab,Non-ODA
13775,143407,Goindwal,Punjab,Non-ODA
13776,143538,Pathankot,Punjab,ODA
13777,144524,Garhshanker,Punjab,Non-ODA
13778,148018,Nabha,Punjab,ODA
13779,142034,Raikot,Punjab,ODA
13780,148022,Malerkotla,Punjab,Non-ODA
13781,145021,Pathankot,Punjab,Non-ODA
13782,140133,Anandpur Sahib,Punjab,ODA
13783,144034,Phagwara,Punjab,ODA
13784,147105,Patran,Punjab,Non-ODA
13785,152114,Malout,Punjab,Non-ODA
13786,140406,Sirhind-Fategarh,Punjab,ODA
13787,143002,Amritsar,Punjab,Non-ODA
13788,141011,Ludhiana,Punjab,Non-ODA
13789,141419,Ludhiana,Punjab,Non-ODA
13790,144418,Phagwara,Punjab,Non-ODA
13791,141017,Ludhiana,Punjab,Non-ODA
13792,148002,Sangrur,Punjab,Non-ODA
13793,140114,Anandpur Sahib,Punjab,ODA
13794,144506,Nawanshahr,Punjab,Non-ODA
13795,146114,Jalandhar,Punjab,ODA
13796,142041,Moga,Punjab,Non-ODA
13797,141021,Ludhiana,Punjab,ODA
13798,144409,Phillaur,Punjab,Non-ODA
13799,143516,Batala,Punjab,Non-ODA
13800,144004,Jalandhar,Punjab,Non-ODA
13801,152033,Jalalabad,Punjab,Non-ODA
13802,141013,Ludhiana,Punjab,Non-ODA
13803,140412,Sirhind-Fategarh,Punjab,ODA
13804,143021,Amritsar,Punjab,Non-ODA
13805,141125,Machhiwara,Punjab,Non-ODA
13806,143301,Tarn Taran Sahib,Punjab,Non-ODA
13807,146110,Hoshiarpur,Punjab,ODA
13808,143401,Tarn Taran Sahib,Punjab,Non-ODA
13809,142054,Moga,Punjab,Non-ODA
13810,143110,Ajnala,Punjab,Non-ODA
13811,144223,Dasuya,Punjab,Non-ODA
13812,144514,Nawanshahr,Punjab,Non-ODA
13813,160025,Mohali,Punjab,Non-ODA
13814,143306,Patti,Punjab,Non-ODA
13815,144532,Garhshanker,Punjab,Non-ODA
13816,141112,Ludhiana,Punjab,Non-ODA
13817,141202,Raikot,Punjab,ODA
13818,160071,Mohali,Punjab,Non-ODA
13819,146104,Hoshiarpur,Punjab,ODA
13820,144518,Nawanshahr,Punjab,Non-ODA
13821,151205,Kotkapura,Punjab,Non-ODA
13822,143104,Amritsar,Punjab,Non-ODA
13823,141115,Machhiwara,Punjab,Non-ODA
13824,140113,Rupnagar,Punjab,Non-ODA
13825,141120,Ludhiana,Punjab,Non-ODA
13826,152002,Firozpur,Punjab,Non-ODA
13827,144305,Dasuya,Punjab,ODA
13828,142027,Ludhiana,Punjab,Non-ODA
13829,148048,Sangrur,Punjab,ODA
13830,141122,Ludhiana,Punjab,Non-ODA
13831,143507,Batala,Punjab,Non-ODA
13832,141307,Jalandhar,Punjab,ODA
13833,142043,Moga,Punjab,Non-ODA
13834,151504,Mansa,Punjab,Non-ODA
13835,143036,Amritsar,Punjab,Non-ODA
13836,141309,Jalandhar,Punjab,Non-ODA
13837,148005,Sangrur,Punjab,ODA
13838,140417,Rajpura,Punjab,Non-ODA
13839,144401,Jalandhar,Punjab,Non-ODA
13840,144212,Dasuya,Punjab,ODA
13841,160052,Mohali,Punjab,Non-ODA
13842,144031,Phagwara,Punjab,Non-ODA
13843,140126,Anandpur Sahib,Punjab,ODA
13844,141402,Ludhiana,Punjab,Non-ODA
13845,144024,Jalandhar,Punjab,Non-ODA
13846,144702,Nakodar,Punjab,Non-ODA
13847,141315,Jalandhar,Punjab,ODA
13848,147001,Patiala,Punjab,Non-ODA
13849,142033,Jagraon,Punjab,Non-ODA
13850,143411,Goindwal,Punjab,Non-ODA
13851,140101,Mohali,Punjab,Non-ODA
13852,140112,Rupnagar,Punjab,Non-ODA
13853,148006,Sangrur,Punjab,ODA
13854,140063,Mohali,Punjab,Non-ODA
13855,144029,Nawanshahr,Punjab,Non-ODA
13856,147008,Patiala,Punjab,Non-ODA
13857,143102,Ajnala,Punjab,Non-ODA
13858,144209,Hoshiarpur,Punjab,ODA
13859,140401,Rajpura,Punjab,Non-ODA
13860,141304,Phagwara,Punjab,Non-ODA
13861,151002,Bathinda,Punjab,Non-ODA
13862,142058,Dharamkot,Punjab,Non-ODA
13863,144101,Jalandhar,Punjab,Non-ODA
13864,140307,Mohali,Punjab,Non-ODA
13865,144623,Jalandhar,Punjab,ODA
13866,143419,Patti,Punjab,Non-ODA
13867,141109,Raikot,Punjab,ODA
13868,143304,Patti,Punjab,Non-ODA
13869,142040,Moga,Punjab,Non-ODA
13870,140306,Mohali,Punjab,Non-ODA
13871,144806,Jalandhar,Punjab,ODA
13872,151501,Mansa,Punjab,Non-ODA
13873,141422,Raikot,Punjab,ODA
13874,143007,Amritsar,Punjab,Non-ODA
13875,134002,Rajpura,Punjab,Non-ODA
13876,142630,Moga,Punjab,Non-ODA
13877,142025,Jagraon,Punjab,ODA
13878,152128,Abohar,Punjab,ODA
13879,152107,Malout,Punjab,Non-ODA
13880,144224,Dasuya,Punjab,Non-ODA
13881,141126,Ludhiana,Punjab,Non-ODA
13882,152003,Firozpur,Punjab,Non-ODA
13883,143422,Goindwal,Punjab,Non-ODA
13884,144216,Dasuya,Punjab,Non-ODA
13885,141301,Amritsar,Punjab,Non-ODA
13886,141116,Ludhiana,Punjab,Non-ODA
13887,333033,Buhana,Rajasthan,Non-ODA
13888,303807,Jaipur,Rajasthan,ODA
13889,305628,Bijainagar,Rajasthan,Non-ODA
13890,312612,Chittaurgarh,Rajasthan,ODA
13891,303503,Lalsot,Rajasthan,Non-ODA
13892,302009,Jaipur,Rajasthan,Non-ODA
13893,341505,Makrana,Rajasthan,ODA
13894,301412,Kotputli,Rajasthan,Non-ODA
13895,302002,Jaipur,Rajasthan,Non-ODA
13896,314038,Salumbar,Rajasthan,Non-ODA
13897,332714,Neem ka Thana,Rajasthan,Non-ODA
13898,321613,Mahwa,Rajasthan,ODA
13899,325204,Sultanpur-RJ,Rajasthan,Non-ODA
13900,323024,Bundi,Rajasthan,Non-ODA
13901,313025,Udaipur,Rajasthan,Non-ODA
13902,321305,Bharatpur,Rajasthan,ODA
13903,302010,Jaipur,Rajasthan,Non-ODA
13904,322028,Bonli,Rajasthan,Non-ODA
13905,312204,Kapasan,Rajasthan,ODA
13906,303602,Renwal,Rajasthan,Non-ODA
13907,341303,Didwana,Rajasthan,ODA
13908,335511,Bhadra,Rajasthan,Non-ODA
13909,303905,Jaipur,Rajasthan,Non-ODA
13910,321022,Kaman,Rajasthan,Non-ODA
13911,327601,Banswara,Rajasthan,Non-ODA
13912,326038,Khanpur,Rajasthan,Non-ODA
13913,301403,Khairthal,Rajasthan,ODA
13914,303120,Achrol,Rajasthan,Non-ODA
13915,333048,Sikar,Rajasthan,ODA
13916,331403,Sardarshahr,Rajasthan,ODA
13917,306119,Khinwara,Rajasthan,ODA
13918,313328,Fatehnagar,Rajasthan,Non-ODA
13919,314011,Dungarpur,Rajasthan,Non-ODA
13920,343027,Sanchore,Rajasthan,Non-ODA
13921,323601,Keshoraipatan,Rajasthan,Non-ODA
13922,312618,Pratapgarh-RJ,Rajasthan,ODA
13923,303907,Jaipur,Rajasthan,ODA
13924,333029,Pilani,Rajasthan,ODA
13925,303326,Bandikui,Rajasthan,Non-ODA
13926,343048,Bhinmal,Rajasthan,Non-ODA
13927,306421,Pali,Rajasthan,Non-ODA
13928,306401,Pali,Rajasthan,Non-ODA
13929,332705,Neem ka Thana,Rajasthan,Non-ODA
13930,332305,Jhunjhunu,Rajasthan,Non-ODA
13931,303324,Bandikui,Rajasthan,
13932,313013,Udaipur,Rajasthan,Non-ODA
13933,311302,Badnaur,Rajasthan,Non-ODA
13934,341316,Sujangarh,Rajasthan,Non-ODA
13935,335037,Ganga Nagar,Rajasthan,Non-ODA
13936,306901,Sumerpur,Rajasthan,Non-ODA
13937,311802,Bhilwara,Rajasthan,Non-ODA
13938,341520,Makrana,Rajasthan,Non-ODA
13939,311602,Mandalgarh,Rajasthan,ODA
13940,311001,Bhilwara,Rajasthan,Non-ODA
13941,301411,Tijara,Rajasthan,ODA
