#,Pin,City,State,ODA / Non-ODA Location
13942,322215,Nadoti,Rajasthan,Non-ODA
13943,328025,Rajakhera,Rajasthan,Non-ODA
13944,325009,Itawa,Rajasthan,Non-ODA
13945,341512,Makrana,Rajasthan,Non-ODA
13946,302804,Deoli-RJ,Rajasthan,ODA
13947,327002,Banswara,Rajasthan,ODA
13948,322701,Sawai Madhopur,Rajasthan,ODA
13949,322219,Nadoti,Rajasthan,Non-ODA
13950,335804,Pilibanga,Rajasthan,ODA
13951,321607,Laxmangarh,Rajasthan,ODA
13952,303328,Phulera,Rajasthan,ODA
13953,324008,Kota,Rajasthan,Non-ODA
13954,332721,Khandela,Rajasthan,Non-ODA
13955,321204,Kaman,Rajasthan,Non-ODA
13956,322224,Bonli,Rajasthan,
13957,303101,Jaipur,Rajasthan,Non-ODA
13958,307515,Bhinmal,Rajasthan,Non-ODA
13959,312024,Mandphiya,Rajasthan,Non-ODA
13960,332742,Renwal,Rajasthan,Non-ODA
13961,326023,Jhalawar,Rajasthan,ODA
13962,327025,Banswara,Rajasthan,ODA
13963,325001,Kota,Rajasthan,ODA
13964,333031,Pilani,Rajasthan,ODA
13965,321206,Nagar,Rajasthan,Non-ODA
13966,312604,Chhoti Sadri,Rajasthan,Non-ODA
13967,332307,Jhunjhunu,Rajasthan,Non-ODA
13968,311806,Gangapur,Rajasthan,Non-ODA
13969,344023,Balotra,Rajasthan,ODA
13970,302037,Jaipur,Rajasthan,Non-ODA
13971,334306,Bikaner,Rajasthan,ODA
13972,303706,Kalwar,Rajasthan,ODA
13973,322238,Karauli,Rajasthan,ODA
13974,342026,Jodhpur,Rajasthan,Non-ODA
13975,301705,Neemrana,Rajasthan,Non-ODA
13976,332303,Jhunjhunu,Rajasthan,Non-ODA
13977,322220,Karauli,Rajasthan,Non-ODA
13978,322024,Bonli,Rajasthan,Non-ODA
13979,307526,Abu Road,Rajasthan,
13980,302014,Jaipur,Rajasthan,Non-ODA
13981,325216,Kelwara,Rajasthan,ODA
13982,301017,Tijara,Rajasthan,ODA
13983,306702,Falna,Rajasthan,Non-ODA
13984,342802,Jodhpur,Rajasthan,Non-ODA
13985,306308,Bilara,Rajasthan,Non-ODA
13986,313004,Udaipur,Rajasthan,Non-ODA
13987,344021,Siwana,Rajasthan,Non-ODA
13988,342304,Jodhpur,Rajasthan,Non-ODA
13989,342018,Jodhpur,Rajasthan,ODA
13990,301424,Bhiwadi,Rajasthan,ODA
13991,306301,Bilara,Rajasthan,Non-ODA
13992,335062,Sangaria,Rajasthan,Non-ODA
13993,305021,Ajmer,Rajasthan,Non-ODA
13994,321610,Mahwa,Rajasthan,ODA
13995,311012,Bhilwara,Rajasthan,Non-ODA
13996,343040,Bhinmal,Rajasthan,Non-ODA
13997,303506,Dausa,Rajasthan,Non-ODA
13998,323001,Bundi,Rajasthan,ODA
13999,304026,Tonk,Rajasthan,ODA
14000,332411,Reengus,Rajasthan,Non-ODA
14001,333517,Buhana,Rajasthan,ODA
14002,303001,Dausa,Rajasthan,Non-ODA
14003,311805,Gangapur,Rajasthan,Non-ODA
14004,301042,Alwar,Rajasthan,ODA
14005,305003,Ajmer,Rajasthan,Non-ODA
14006,321605,Kherli,Rajasthan,Non-ODA
14007,303108,Kotputli,Rajasthan,ODA
14008,303327,Bandikui,Rajasthan,ODA
14009,323801,Nainwa,Rajasthan,Non-ODA
14010,331022,Sardarshahr,Rajasthan,ODA
14011,321023,Kaman,Rajasthan,Non-ODA
14012,333516,Buhana,Rajasthan,ODA
14013,332024,Sikar,Rajasthan,Non-ODA
14014,305403,Kekri,Rajasthan,Non-ODA
14015,305624,Bijainagar,Rajasthan,ODA
14016,301410,Rajgarh-RJ,Rajasthan,ODA
14017,302041,Jaipur,Rajasthan,Non-ODA
14018,302015,Jaipur,Rajasthan,Non-ODA
14019,312603,Mandphiya,Rajasthan,Non-ODA
14020,306103,Sojat,Rajasthan,ODA
14021,322255,Karauli,Rajasthan,ODA
14022,306021,Marwar Junction,Rajasthan,Non-ODA
14023,326039,Aklera,Rajasthan,ODA
14024,332711,Neem ka Thana,Rajasthan,Non-ODA
14025,342030,Jodhpur,Rajasthan,
14026,332311,Laxmangarh-RJ,Rajasthan,Non-ODA
14027,333022,Udaipurwati,Rajasthan,Non-ODA
14028,341542,Makrana,Rajasthan,Non-ODA
14029,342006,Jodhpur,Rajasthan,Non-ODA
14030,305621,Nasirabad,Rajasthan,Non-ODA
14031,333702,Balaran,Rajasthan,Non-ODA
14032,341509,Makrana,Rajasthan,ODA
14033,305024,Ajmer,Rajasthan,Non-ODA
14034,332028,Sikar,Rajasthan,ODA
14035,326033,Aklera,Rajasthan,ODA
14036,303502,Bandikui,Rajasthan,Non-ODA
14037,312614,Nimbahera,Rajasthan,Non-ODA
14038,303107,Paota,Rajasthan,Non-ODA
14039,307021,Sirohi,Rajasthan,ODA
14040,341305,Didwana,Rajasthan,Non-ODA
14041,304503,Malpura,Rajasthan,ODA
14042,331303,Rajgarh,Rajasthan,Non-ODA
14043,306707,Falna,Rajasthan,ODA
14044,344001,Barmer,Rajasthan,Non-ODA
14045,327608,Banswara,Rajasthan,Non-ODA
14046,332036,Sikar,Rajasthan,ODA
14047,345022,Jaisalmer,Rajasthan,ODA
14048,314403,Simalwara,Rajasthan,Non-ODA
14049,313802,Kherwara,Rajasthan,Non-ODA
14050,314023,Salumbar,Rajasthan,Non-ODA
14051,301417,Bhiwadi,Rajasthan,ODA
14052,301702,Tijara,Rajasthan,ODA
14053,322231,Karauli,Rajasthan,ODA
14054,341013,Nagaur,Rajasthan,ODA
14055,302031,Jaipur,Rajasthan,Non-ODA
14056,301034,Laxmangarh,Rajasthan,
14057,335803,Pilibanga,Rajasthan,Non-ODA
14058,341517,Makrana,Rajasthan,Non-ODA
14059,313327,Fatehnagar,Rajasthan,Non-ODA
14060,303801,Chomu,Rajasthan,Non-ODA
14061,322034,Sawai Madhopur,Rajasthan,Non-ODA
14062,305407,Deoli-RJ,Rajasthan,ODA
14063,303804,Chomu,Rajasthan,Non-ODA
14064,322025,Khandar,Rajasthan,ODA
14065,301714,Neemrana,Rajasthan,ODA
14066,302025,Jaipur,Rajasthan,Non-ODA
14067,321201,Deeg,Rajasthan,Non-ODA
14068,303604,Phulera,Rajasthan,ODA
14069,333045,Sikar,Rajasthan,ODA
14070,328026,Bari,Rajasthan,ODA
14071,304802,Nainwa,Rajasthan,Non-ODA
14072,344502,Ramsar,Rajasthan,ODA
14073,323304,Rawatbhata,Rajasthan,ODA
14074,344703,Baytu,Rajasthan,ODA
14075,307510,Abu Road,Rajasthan,ODA
14076,335501,Bhadra,Rajasthan,ODA
14077,344011,Ramsar,Rajasthan,Non-ODA
14078,334601,Lunkaransar,Rajasthan,ODA
14079,304024,Nainwa,Rajasthan,ODA
14080,313205,Fatehnagar,Rajasthan,ODA
14081,323026,Bundi,Rajasthan,Non-ODA
14082,302003,Jaipur,Rajasthan,Non-ODA
14083,306126,Sumerpur,Rajasthan,Non-ODA
14084,313325,Kumbhalgarh,Rajasthan,Non-ODA
14085,321602,Kherli,Rajasthan,ODA
14086,313002,Udaipur,Rajasthan,Non-ODA
14087,335039,Raisinghnagar,Rajasthan,Non-ODA
14088,326035,Khanpur,Rajasthan,Non-ODA
14089,321612,Mahwa,Rajasthan,ODA
14090,301426,Bhiwadi,Rajasthan,Non-ODA
14091,331302,Taranagar,Rajasthan,Non-ODA
14092,345025,Phalsund,Rajasthan,Non-ODA
14093,321416,Bayana,Rajasthan,ODA
14094,344032,Balotra,Rajasthan,ODA
14095,307514,Reodar,Rajasthan,Non-ODA
14096,313330,Rajsamand,Rajasthan,ODA
14097,305901,Beawar,Rajasthan,ODA
14098,334023,Khajuwala,Rajasthan,Non-ODA
14099,311301,Badnaur,Rajasthan,Non-ODA
14100,342011,Jodhpur,Rajasthan,Non-ODA
14101,313021,Chittaurgarh,Rajasthan,ODA
14102,302022,Jaipur,Rajasthan,Non-ODA
14103,331502,Sujangarh,Rajasthan,Non-ODA
14104,333026,Pilani,Rajasthan,ODA
14105,305011,Ajmer,Rajasthan,ODA
14106,342601,Piparcity,Rajasthan,Non-ODA
14107,323022,Bundi,Rajasthan,Non-ODA
14108,305623,Bijainagar,Rajasthan,Non-ODA
14109,302035,Jaipur,Rajasthan,Non-ODA
14110,306306,Sojat,Rajasthan,ODA
14111,306305,Beawar,Rajasthan,Non-ODA
14112,343043,Sanchore,Rajasthan,ODA
14113,342024,Jodhpur,Rajasthan,Non-ODA
14114,341516,Makrana,Rajasthan,Non-ODA
14115,313322,Rajsamand,Rajasthan,Non-ODA
14116,301707,Tijara,Rajasthan,ODA
14117,312202,Kapasan,Rajasthan,ODA
14118,342301,Phalodi,Rajasthan,ODA
14119,335022,Ganga Nagar,Rajasthan,Non-ODA
14120,313022,Udaipur,Rajasthan,Non-ODA
14121,341302,Khatu Khurd,Rajasthan,Non-ODA
14122,325215,Baran,Rajasthan,Non-ODA
14123,341012,Nagaur,Rajasthan,ODA
14124,323604,Lakheri,Rajasthan,Non-ODA
14125,332301,Fatehpur-RJ,Rajasthan,ODA
14126,311201,Deoli-RJ,Rajasthan,ODA
14127,301036,Laxmangarh,Rajasthan,ODA
14128,312619,Dalot,Rajasthan,ODA
14129,313708,Kookawas,Rajasthan,ODA
14130,301604,Laxmangarh,Rajasthan,ODA
14131,343026,Jalore,Rajasthan,ODA
14132,342003,Jodhpur,Rajasthan,Non-ODA
14133,305206,Ajmer,Rajasthan,Non-ODA
14134,301405,Khairthal,Rajasthan,ODA
14135,335707,Gharsana,Rajasthan,ODA
14136,321001,Bharatpur,Rajasthan,Non-ODA
14137,334001,Bikaner,Rajasthan,Non-ODA
14138,325202,Baran,Rajasthan,ODA
14139,341030,Nagaur,Rajasthan,Non-ODA
14140,333030,Pilani,Rajasthan,ODA
14141,334302,Kolayat,Rajasthan,Non-ODA
14142,303805,Jaipur,Rajasthan,ODA
14143,303504,Lalsot,Rajasthan,Non-ODA
14144,326034,Bhawani Mandi,Rajasthan,Non-ODA
14145,332716,Neem ka Thana,Rajasthan,Non-ODA
14146,313906,Jhadol,Rajasthan,Non-ODA
14147,332402,Bajore,Rajasthan,Non-ODA
14148,321405,Bayana,Rajasthan,ODA
14149,303702,Jaipur,Rajasthan,ODA
14150,306503,Khinwara,Rajasthan,Non-ODA
14151,322201,Nadoti,Rajasthan,Non-ODA
14152,301002,Alwar,Rajasthan,ODA
14153,307512,Reodar,Rajasthan,Non-ODA
14154,331029,Taranagar,Rajasthan,Non-ODA
14155,341024,Nagaur,Rajasthan,Non-ODA
14156,341029,Nokha,Rajasthan,Non-ODA
14157,325209,Baran,Rajasthan,ODA
14158,332027,Sikar,Rajasthan,Non-ODA
14159,301022,Viratnagar,Rajasthan,Non-ODA
14160,324004,Kota,Rajasthan,Non-ODA
14161,324006,Kota,Rajasthan,Non-ODA
14162,305622,Bijainagar,Rajasthan,Non-ODA
14163,332715,Reengus,Rajasthan,ODA
14164,306023,Marwar Junction,Rajasthan,Non-ODA
14165,303313,Bandikui,Rajasthan,Non-ODA
14166,334201,Bikaner,Rajasthan,Non-ODA
14167,301020,Neemrana,Rajasthan,ODA
14168,321203,Deeg,Rajasthan,ODA
14169,307044,Abu Road,Rajasthan,ODA
14170,333705,Jhunjhunu,Rajasthan,Non-ODA
14171,342015,Jodhpur,Rajasthan,Non-ODA
14172,333501,Neem ka Thana,Rajasthan,Non-ODA
14173,302026,Jaipur,Rajasthan,Non-ODA
14174,301033,Alwar,Rajasthan,ODA
14175,335024,Raisinghnagar,Rajasthan,Non-ODA
14176,307023,Pindwara,Rajasthan,ODA
14177,125101,Sangaria,Rajasthan,Non-ODA
14178,331802,Ratangarh,Rajasthan,Non-ODA
14179,335703,Srivijaynagar,Rajasthan,Non-ODA
14180,311030,Raila,Rajasthan,Non-ODA
14181,332315,Laxmangarh-RJ,Rajasthan,Non-ODA
14182,305816,Kishangarh,Rajasthan,Non-ODA
14183,335802,Hanumangarh,Rajasthan,Non-ODA
14184,321025,Bharatpur,Rajasthan,Non-ODA
14185,328038,Bari,Rajasthan,
14186,313211,Fatehnagar,Rajasthan,Non-ODA
14187,322702,Sawai Madhopur,Rajasthan,ODA
14188,325207,Baran,Rajasthan,ODA
14189,312622,Chittaurgarh,Rajasthan,ODA
14190,306902,Sumerpur,Rajasthan,ODA
14191,305815,Kishangarh,Rajasthan,ODA
14192,335038,Ganga Nagar,Rajasthan,ODA
14193,305406,Kekri,Rajasthan,Non-ODA
14194,312001,Chittaurgarh,Rajasthan,ODA
14195,333040,Pilani,Rajasthan,ODA
14196,302027,Jaipur,Rajasthan,Non-ODA
14197,313901,Udaipur,Rajasthan,Non-ODA
14198,305817,Kishangarh,Rajasthan,Non-ODA
14199,321410,Bayana,Rajasthan,ODA
14200,321303,Bharatpur,Rajasthan,ODA
14201,326037,Aklera,Rajasthan,ODA
14202,303003,Viratnagar,Rajasthan,Non-ODA
14203,321024,Nagar,Rajasthan,Non-ODA
14204,331023,Rajgarh,Rajasthan,ODA
14205,304021,Tonk,Rajasthan,ODA
14206,342027,Jodhpur,Rajasthan,Non-ODA
14207,342303,Mathania,Rajasthan,Non-ODA
14208,332601,Ramgarh-RJ,Rajasthan,Non-ODA
14209,342037,Mathania,Rajasthan,Non-ODA
14210,306001,Marwar Junction,Rajasthan,Non-ODA
14211,312621,Pratapgarh-RJ,Rajasthan,ODA
14212,323301,Keshoraipatan,Rajasthan,Non-ODA
14213,326518,Ramganj Mandi,Rajasthan,Non-ODA
14214,342603,Gotan,Rajasthan,Non-ODA
14215,302042,Jaipur,Rajasthan,Non-ODA
14216,342033,Jodhpur,Rajasthan,Non-ODA
14217,305207,Ras,Rajasthan,Non-ODA
14218,313016,Udaipur,Rajasthan,ODA
14219,313015,Udaipur,Rajasthan,ODA
14220,335001,Ganga Nagar,Rajasthan,Non-ODA
14221,312401,Mandphiya,Rajasthan,Non-ODA
14222,301423,Bhiwadi,Rajasthan,ODA
14223,332710,Renwal,Rajasthan,ODA
14224,324009,Kota,Rajasthan,Non-ODA
14225,302021,Jaipur,Rajasthan,Non-ODA
14226,307043,Sirohi,Rajasthan,ODA
14227,335711,Gharsana,Rajasthan,ODA
14228,312022,BassiRJ,Rajasthan,Non-ODA
14229,303802,Jaipur,Rajasthan,Non-ODA
14230,301416,Kotputli,Rajasthan,ODA
14231,306304,Beawar,Rajasthan,Non-ODA
14232,313011,Udaipur,Rajasthan,Non-ODA
14233,326515,Chaumahla,Rajasthan,Non-ODA
14234,342306,Mathania,Rajasthan,Non-ODA
14235,307511,Reodar,Rajasthan,Non-ODA
14236,322202,Nadoti,Rajasthan,Non-ODA
14237,335021,Raisinghnagar,Rajasthan,Non-ODA
14238,303329,Phulera,Rajasthan,Non-ODA
14239,332042,Sikar,Rajasthan,Non-ODA
14240,303704,Jaipur,Rajasthan,ODA
14241,329090,Kota,Rajasthan,ODA
14242,312623,Pratapgarh-RJ,Rajasthan,ODA
14243,301031,Alwar,Rajasthan,ODA
14244,303315,Bandikui,Rajasthan,ODA
14245,302043,Jaipur,Rajasthan,ODA
14246,328022,Bari,Rajasthan,Non-ODA
14247,321632,Rajgarh-RJ,Rajasthan,ODA
14248,306422,Pali,Rajasthan,Non-ODA
14249,335771,Gharsana,Rajasthan,ODA
14250,306912,Sumerpur,Rajasthan,Non-ODA
14251,331505,Ratangarh,Rajasthan,Non-ODA
14252,334202,Bikaner,Rajasthan,ODA
14253,306114,Sojat,Rajasthan,Non-ODA
14254,333053,Udaipurwati,Rajasthan,Non-ODA
14255,306106,Sojat,Rajasthan,Non-ODA
14256,305201,Ras,Rajasthan,Non-ODA
14257,301001,Alwar,Rajasthan,ODA
14258,302000,Jaipur,Rajasthan,Non-ODA
14259,342004,Jodhpur,Rajasthan,Non-ODA
14260,344027,Kalyanpur-RJ,Rajasthan,ODA
14261,331025,Jhunjhunu,Rajasthan,Non-ODA
14262,327602,Kushalgarh,Rajasthan,ODA
14263,341506,Didwana,Rajasthan,Non-ODA
14264,313024,Udaipur,Rajasthan,Non-ODA
14265,312002,Chittaurgarh,Rajasthan,ODA
14266,302004,Jaipur,Rajasthan,Non-ODA
14267,305926,Badnaur,Rajasthan,ODA
14268,332312,Sikar,Rajasthan,Non-ODA
14269,331030,Churu,Rajasthan,Non-ODA
14270,301021,Laxmangarh,Rajasthan,Non-ODA
14271,341301,Khatu Khurd,Rajasthan,Non-ODA
14272,321028,Bayana,Rajasthan,Non-ODA
14273,302034,Jaipur,Rajasthan,Non-ODA
14274,302012,Jaipur,Rajasthan,Non-ODA
14275,305922,Beawar,Rajasthan,Non-ODA
14276,331001,Churu,Rajasthan,ODA
14277,303304,Bandikui,Rajasthan,ODA
14278,302039,Jaipur,Rajasthan,Non-ODA
14279,331306,Pilani,Rajasthan,ODA
14280,311402,Gangapur-RJ,Rajasthan,Non-ODA
14281,313602,Bhatewar,Rajasthan,Non-ODA
14282,301712,Khairthal,Rajasthan,Non-ODA
14283,322030,Bonli,Rajasthan,Non-ODA
14284,332041,Sikar,Rajasthan,Non-ODA
14285,321617,Mahwa,Rajasthan,
14286,332043,Sikar,Rajasthan,ODA
14287,342307,Ghator,Rajasthan,Non-ODA
14288,324010,Kota,Rajasthan,Non-ODA
14289,322214,Lalsot,Rajasthan,Non-ODA
14290,307803,Bhinmal,Rajasthan,Non-ODA
14291,322027,Sawai Madhopur,Rajasthan,ODA
14292,302011,Jaipur,Rajasthan,Non-ODA
14293,311407,Shahpura,Rajasthan,Non-ODA
14294,333305,Udaipurwati,Rajasthan,Non-ODA
14295,341022,Nagaur,Rajasthan,ODA
14296,335040,PadampurRJ,Rajasthan,Non-ODA
14297,334022,Bikaner,Rajasthan,Non-ODA
14298,313801,Udaipur,Rajasthan,ODA
14299,344601,Barmer,Rajasthan,ODA
14300,324003,Kota,Rajasthan,Non-ODA
14301,301030,Alwar,Rajasthan,ODA
14302,301044,Alwar,Rajasthan,
14303,323021,Bundi,Rajasthan,ODA
14304,301706,Neemrana,Rajasthan,ODA
14305,345023,Pokhran,Rajasthan,Non-ODA
14306,343025,Jalore,Rajasthan,ODA
14307,333041,Jhunjhunu,Rajasthan,Non-ODA
14308,307513,Reodar,Rajasthan,Non-ODA
14309,326519,Ramganj Mandi,Rajasthan,ODA
14310,307031,Pindwara,Rajasthan,ODA
14311,334003,Bikaner,Rajasthan,Non-ODA
14312,303011,Jaipur,Rajasthan,ODA
14313,335073,PadampurRJ,Rajasthan,Non-ODA
14314,313338,Rajsamand,Rajasthan,Non-ODA
14315,311026,Badnaur,Rajasthan,Non-ODA
14316,305404,Kekri,Rajasthan,Non-ODA
14317,331518,Sujangarh,Rajasthan,ODA
14318,313903,Sarada,Rajasthan,Non-ODA
14319,328041,Dholpur,Rajasthan,Non-ODA
14320,313703,Bhatewar,Rajasthan,Non-ODA
14321,304001,Tonk,Rajasthan,ODA
14322,321611,Mahwa,Rajasthan,ODA
14323,333021,Jhunjhunu,Rajasthan,Non-ODA
14324,301028,Alwar,Rajasthan,ODA
14325,306709,Ras,Rajasthan,Non-ODA
14326,313301,Rajsamand,Rajasthan,ODA
14327,332030,Ramgarh-RJ,Rajasthan,Non-ODA
14328,301024,Kotputli,Rajasthan,Non-ODA
14329,335061,Raisinghnagar,Rajasthan,Non-ODA
14330,323025,Bundi,Rajasthan,Non-ODA
14331,306504,Pindwara,Rajasthan,Non-ODA
14332,345024,Phalsund,Rajasthan,ODA
14333,303109,Dausa,Rajasthan,Non-ODA
14334,335002,Ganga Nagar,Rajasthan,Non-ODA
14335,333001,Jhunjhunu,Rajasthan,Non-ODA
14336,303209,Jaipur,Rajasthan,
14337,321614,Kherli,Rajasthan,Non-ODA
14338,305205,Nasirabad,Rajasthan,Non-ODA
14339,331504,Ratangarh,Rajasthan,Non-ODA
14340,311011,Bhilwara,Rajasthan,Non-ODA
14341,341306,Sujangarh,Rajasthan,Non-ODA
14342,325214,Itawa,Rajasthan,Non-ODA
14343,342801,Kalyanpur-RJ,Rajasthan,ODA
14344,321406,Weir,Rajasthan,Non-ODA
14345,314022,Salumbar,Rajasthan,Non-ODA
14346,335705,Pilibanga,Rajasthan,Non-ODA
14347,312613,Chittaurgarh,Rajasthan,ODA
14348,313706,Bhatewar,Rajasthan,Non-ODA
14349,342009,Jodhpur,Rajasthan,Non-ODA
14350,342014,Jodhpur,Rajasthan,Non-ODA
14351,303307,Jaipur,Rajasthan,ODA
14352,344044,Siwana,Rajasthan,Non-ODA
14353,344012,Barmer,Rajasthan,Non-ODA
14354,303803,Chomu,Rajasthan,Non-ODA
14355,306116,Falna,Rajasthan,ODA
14356,301413,Rajgarh-RJ,Rajasthan,ODA
14357,322029,Sawai Madhopur,Rajasthan,ODA
14358,313003,Udaipur,Rajasthan,Non-ODA
14359,332044,Sikar,Rajasthan,ODA
14360,307801,Sirohi,Rajasthan,ODA
14361,301025,Alwar,Rajasthan,Non-ODA
14362,313701,Jhadol,Rajasthan,Non-ODA
14363,305811,Kishangarh,Rajasthan,Non-ODA
14364,321608,Mahwa,Rajasthan,ODA
14365,343024,Sirohi,Rajasthan,ODA
14366,305007,Ajmer,Rajasthan,Non-ODA
14367,321417,Weir,Rajasthan,
14368,332718,Neem ka Thana,Rajasthan,Non-ODA
14369,303123,Renwal,Rajasthan,ODA
14370,305006,Ajmer,Rajasthan,Non-ODA
14371,306101,Ras,Rajasthan,Non-ODA
14372,334803,Nokha,Rajasthan,ODA
14373,306105,Beawar,Rajasthan,ODA
14374,344022,Balotra,Rajasthan,Non-ODA
14375,333024,Jhunjhunu,Rajasthan,Non-ODA
14376,301701,Neemrana,Rajasthan,Non-ODA
14377,333034,Buhana,Rajasthan,ODA
14378,302017,Jaipur,Rajasthan,Non-ODA
14379,321409,Weir,Rajasthan,Non-ODA
14380,342020,Jodhpur,Rajasthan,ODA
14381,313201,Udaipur,Rajasthan,Non-ODA
14382,313604,Mandphiya,Rajasthan,Non-ODA
14383,312203,Kapasan,Rajasthan,ODA
14384,306708,Sumerpur,Rajasthan,Non-ODA
14385,313803,Kherwara,Rajasthan,Non-ODA
14386,324005,Kota,Rajasthan,Non-ODA
14387,301032,Alwar,Rajasthan,ODA
14388,324002,Kota,Rajasthan,Non-ODA
14389,301101,Bhilwara,Rajasthan,ODA
14390,305921,Badnaur,Rajasthan,Non-ODA
14391,313341,Badnaur,Rajasthan,Non-ODA
14392,301023,Alwar,Rajasthan,Non-ODA
14393,342001,Jodhpur,Rajasthan,Non-ODA
14394,334604,Lunkaransar,Rajasthan,ODA
14395,343029,Bhinmal,Rajasthan,Non-ODA
14396,321301,Bharatpur,Rajasthan,Non-ODA
14397,271128,Sumerpur,Rajasthan,Non-ODA
14398,314402,Simalwara,Rajasthan,Non-ODA
14399,312620,Nimbahera,Rajasthan,Non-ODA
14400,334802,Nokha,Rajasthan,Non-ODA
14401,332702,Ramgarh-RJ,Rajasthan,Non-ODA
14402,305204,Ras,Rajasthan,Non-ODA
14403,303601,Ajeetgarh,Rajasthan,Non-ODA
14404,332407,Sikar,Rajasthan,ODA
14405,343045,Sanchore,Rajasthan,
14406,305924,Badnaur,Rajasthan,ODA
14407,334401,Bikaner,Rajasthan,Non-ODA
14408,311022,Bijainagar,Rajasthan,Non-ODA
14409,306502,Khinwara,Rajasthan,Non-ODA
14410,301607,Nagar,Rajasthan,
14411,326001,Jhalawar,Rajasthan,ODA
14412,302033,Jaipur,Rajasthan,Non-ODA
14413,345033,Jaisalmer,Rajasthan,Non-ODA
14414,122110,Bhiwadi,Rajasthan,Non-ODA
14415,331503,Sujangarh,Rajasthan,Non-ODA
14416,332708,Khandela,Rajasthan,Non-ODA
14417,314034,Salumbar,Rajasthan,Non-ODA
14418,345021,Pokhran,Rajasthan,Non-ODA
14419,302023,Jaipur,Rajasthan,Non-ODA
14420,311401,Raila,Rajasthan,Non-ODA
14421,322213,Nadoti,Rajasthan,Non-ODA
14422,305025,Ajmer,Rajasthan,Non-ODA
14423,305009,Ajmer,Rajasthan,Non-ODA
14424,321642,Kherli,Rajasthan,Non-ODA
14425,312617,Nimbahera,Rajasthan,Non-ODA
14426,335064,Hanumangarh,Rajasthan,Non-ODA
14427,323802,Nainwa,Rajasthan,Non-ODA
14428,344034,Baytu,Rajasthan,ODA
14429,333504,Buhana,Rajasthan,Non-ODA
14430,341533,Makrana,Rajasthan,ODA
14431,328030,Dholpur,Rajasthan,Non-ODA
14432,321021,Bharatpur,Rajasthan,Non-ODA
14433,332709,Khandela,Rajasthan,Non-ODA
14434,332706,Khandela,Rajasthan,Non-ODA
14435,321634,Alwar,Rajasthan,
14436,342029,Khimsar,Rajasthan,Non-ODA
14437,322216,Nadoti,Rajasthan,Non-ODA
14438,321408,Weir,Rajasthan,Non-ODA
14439,327604,Banswara,Rajasthan,Non-ODA
14440,302040,Jaipur,Rajasthan,ODA
14441,345001,Jaisalmer,Rajasthan,Non-ODA
14442,306115,Falna,Rajasthan,Non-ODA
14443,312902,Chittaurgarh,Rajasthan,ODA
14444,312404,Bari Sadri,Rajasthan,Non-ODA
14445,313206,Fatehnagar,Rajasthan,ODA
14446,331020,Churu,Rajasthan,Non-ODA
14447,306302,Bilara,Rajasthan,ODA
14448,301027,Viratnagar,Rajasthan,Non-ODA
14449,303511,Lalsot,Rajasthan,Non-ODA
14450,341027,Nagaur,Rajasthan,Non-ODA
14451,341025,Khimsar,Rajasthan,Non-ODA
14452,331402,Sardarshahr,Rajasthan,Non-ODA
14453,303105,Kotputli,Rajasthan,Non-ODA
14454,303004,Dausa,Rajasthan,ODA
14455,306601,Khinwara,Rajasthan,Non-ODA
14456,332001,Sikar,Rajasthan,Non-ODA
14457,301427,Neemrana,Rajasthan,Non-ODA
14458,341011,Nagaur,Rajasthan,ODA
14459,305005,Ajmer,Rajasthan,Non-ODA
14460,302030,Jaipur,Rajasthan,Non-ODA
14461,302055,Ajmer,Rajasthan,ODA
14462,335704,Srivijaynagar,Rajasthan,Non-ODA
14463,327021,Ghatol,Rajasthan,Non-ODA
14464,331507,Sujangarh,Rajasthan,ODA
14465,303012,Jaipur,Rajasthan,Non-ODA
14466,333011,Jhunjhunu,Rajasthan,Non-ODA
14467,323303,Rawatbhata,Rajasthan,ODA
14468,333502,Buhana,Rajasthan,Non-ODA
14469,306104,Sojat,Rajasthan,ODA
14470,304023,Nainwa,Rajasthan,ODA
14471,321415,Rupbas,Rajasthan,
14472,304507,Kekri,Rajasthan,Non-ODA
14473,303119,Paota,Rajasthan,Non-ODA
14474,313605,Dhariyawad,Rajasthan,Non-ODA
14475,333028,Jhunjhunu,Rajasthan,Non-ODA
14476,313332,Gangapur-RJ,Rajasthan,Non-ODA
14477,311603,Shahpura,Rajasthan,ODA
14478,305925,Beawar,Rajasthan,ODA
14479,332023,Ramgarh-RJ,Rajasthan,Non-ODA
14480,313324,Rajsamand,Rajasthan,ODA
14481,322230,Karauli,Rajasthan,Non-ODA
14482,312023,Mandalgarh,Rajasthan,ODA
14483,302008,Jaipur,Rajasthan,Non-ODA
14484,302036,Jaipur,Rajasthan,Non-ODA
14485,327026,Banswara,Rajasthan,Non-ODA
14486,334403,Bikaner,Rajasthan,Non-ODA
14487,333302,Udaipurwati,Rajasthan,Non-ODA
14488,305703,Kishangarh,Rajasthan,Non-ODA
14489,327007,Banswara,Rajasthan,ODA
14490,334301,Kolayat,Rajasthan,ODA
14491,305629,Bijainagar,Rajasthan,Non-ODA
14492,311804,Gangapur-RJ,Rajasthan,Non-ODA
14493,341528,Makrana,Rajasthan,ODA
14494,312207,Chittaurgarh,Rajasthan,Non-ODA
14495,306701,Falna,Rajasthan,Non-ODA
14496,305401,Nasirabad,Rajasthan,Non-ODA
14497,342305,Mathania,Rajasthan,Non-ODA
